"ticker_symbol",date,open,close
AAPL,"2015-10-19","110.8","111.73"
AAPL,"2015-10-16","111.78","111.04"
AAPL,"2015-10-15","110.93","111.8"
AAPL,"2015-10-14","111.29","110.21"
AAPL,"2015-10-13","110.82","111.79"
AAPL,"2015-10-12","112.73","111.6"
AAPL,"2015-10-09","110.0","112.09"
AAPL,"2015-10-08","110.19","109.5"
AAPL,"2015-10-07","111.74","110.67"
AAPL,"2015-10-06","110.63","111.31"
AAPL,"2015-10-05","109.88","110.78"
AAPL,"2015-10-02","108.01","110.38"
AAPL,"2015-10-01","109.07","109.57"
AAPL,"2015-09-30","110.17","109.95"
AAPL,"2015-09-29","112.83","109.06"
AAPL,"2015-09-28","113.85","112.44"
AAPL,"2015-09-25","116.44","114.72"
AAPL,"2015-09-24","113.25","115.0"
AAPL,"2015-09-23","113.63","114.32"
AAPL,"2015-09-22","113.38","113.432"
AAPL,"2015-09-21","113.67","115.21"
AAPL,"2015-09-18","112.21","113.45"
AAPL,"2015-09-17","115.66","113.92"
AAPL,"2015-09-16","116.25","116.35"
AAPL,"2015-09-15","115.93","116.28"
AAPL,"2015-09-14","116.58","115.3"
AAPL,"2015-09-11","111.79","114.21"
AAPL,"2015-09-10","110.27","112.57"
AAPL,"2015-09-09","113.76","110.15"
AAPL,"2015-09-08","111.65","112.21"
AAPL,"2015-09-04","108.97","109.27"
AAPL,"2015-09-03","112.49","110.37"
AAPL,"2015-09-02","110.0","112.34"
AAPL,"2015-09-01","110.18","107.96"
AAPL,"2015-08-31","112.13","112.76"
AAPL,"2015-08-28","112.17","113.28"
AAPL,"2015-08-27","112.25","112.844"
AAPL,"2015-08-26","107.085","109.625"
AAPL,"2015-08-25","111.11","105.875"
AAPL,"2015-08-24","94.87","103.623"
AAPL,"2015-08-21","110.43","106.22"
AAPL,"2015-08-20","114.08","112.65"
AAPL,"2015-08-19","116.1","115.01"
AAPL,"2015-08-18","116.43","116.5"
AAPL,"2015-08-17","116.04","117.16"
AAPL,"2015-08-14","114.32","116.0"
AAPL,"2015-08-13","116.04","115.15"
AAPL,"2015-08-12","112.53","115.24"
AAPL,"2015-08-11","117.81","113.5499"
AAPL,"2015-08-10","116.53","119.6901"
AAPL,"2015-08-07","114.58","115.52"
AAPL,"2015-08-06","115.97","115.17"
AAPL,"2015-08-05","112.95","115.4"
AAPL,"2015-08-04","117.42","114.64"
AAPL,"2015-08-03","121.5","118.435"
AAPL,"2015-07-31","122.6","121.46"
AAPL,"2015-07-30","122.32","122.37"
AAPL,"2015-07-29","123.15","122.99"
AAPL,"2015-07-28","123.38","123.32"
AAPL,"2015-07-27","123.09","122.89"
AAPL,"2015-07-24","125.32","124.48"
AAPL,"2015-07-23","126.2","125.16"
AAPL,"2015-07-22","121.99","125.22"
AAPL,"2015-07-21","132.85","130.75"
AAPL,"2015-07-20","130.97","132.07"
AAPL,"2015-07-17","129.08","129.62"
AAPL,"2015-07-16","127.74","128.51"
AAPL,"2015-07-15","125.72","126.82"
AAPL,"2015-07-14","126.04","125.61"
AAPL,"2015-07-13","125.03","125.66"
AAPL,"2015-07-10","121.94","123.28"
AAPL,"2015-07-09","123.85","120.07"
AAPL,"2015-07-08","124.48","122.57"
AAPL,"2015-07-07","125.89","125.69"
AAPL,"2015-07-06","124.94","126.0"
AAPL,"2015-07-02","126.43","126.44"
AAPL,"2015-07-01","126.9","126.6"
AAPL,"2015-06-30","125.57","125.425"
AAPL,"2015-06-29","125.46","124.53"
AAPL,"2015-06-26","127.67","126.75"
AAPL,"2015-06-25","128.86","127.5"
AAPL,"2015-06-24","127.21","128.11"
AAPL,"2015-06-23","127.48","127.03"
AAPL,"2015-06-22","127.49","127.61"
AAPL,"2015-06-19","127.71","126.6"
AAPL,"2015-06-18","127.23","127.88"
AAPL,"2015-06-17","127.72","127.3"
AAPL,"2015-06-16","127.03","127.6"
AAPL,"2015-06-15","126.1","126.92"
AAPL,"2015-06-12","128.185","127.17"
AAPL,"2015-06-11","129.18","128.59"
AAPL,"2015-06-10","127.92","128.88"
AAPL,"2015-06-09","126.7","127.42"
AAPL,"2015-06-08","128.9","127.8"
AAPL,"2015-06-05","129.5","128.65"
AAPL,"2015-06-04","129.58","129.36"
AAPL,"2015-06-03","130.66","130.12"
AAPL,"2015-06-02","129.86","129.96"
AAPL,"2015-06-01","131.2","130.535"
AAPL,"2015-05-29","131.23","130.28"
AAPL,"2015-05-28","131.86","131.78"
AAPL,"2015-05-27","130.34","132.045"
AAPL,"2015-05-26","132.6","129.62"
AAPL,"2015-05-22","131.6","132.54"
AAPL,"2015-05-21","130.07","131.39"
AAPL,"2015-05-20","130.0","130.06"
AAPL,"2015-05-19","130.69","130.07"
AAPL,"2015-05-18","128.38","130.19"
AAPL,"2015-05-15","129.07","128.77"
AAPL,"2015-05-14","127.41","128.95"
AAPL,"2015-05-13","126.15","126.01"
AAPL,"2015-05-12","125.6","125.865"
AAPL,"2015-05-11","127.39","126.32"
AAPL,"2015-05-08","126.68","127.62"
AAPL,"2015-05-07","124.77","125.26"
AAPL,"2015-05-06","126.56","125.01"
AAPL,"2015-05-05","128.15","125.8"
AAPL,"2015-05-04","129.5","128.7"
AAPL,"2015-05-01","126.1","128.95"
AAPL,"2015-04-30","127.5","125.15"
AAPL,"2015-04-29","130.16","128.64"
AAPL,"2015-04-28","134.455","130.56"
AAPL,"2015-04-27","132.31","132.65"
AAPL,"2015-04-24","130.49","130.28"
AAPL,"2015-04-23","128.3","129.67"
AAPL,"2015-04-22","126.99","128.62"
AAPL,"2015-04-21","128.1","126.91"
AAPL,"2015-04-20","125.57","127.6"
AAPL,"2015-04-17","125.55","124.75"
AAPL,"2015-04-16","126.28","126.17"
AAPL,"2015-04-15","126.41","126.78"
AAPL,"2015-04-14","127.0","126.3"
AAPL,"2015-04-13","128.37","126.85"
AAPL,"2015-04-10","125.95","127.1"
AAPL,"2015-04-09","125.85","126.56"
AAPL,"2015-04-08","125.85","125.6"
AAPL,"2015-04-07","127.64","126.01"
AAPL,"2015-04-06","124.47","127.35"
AAPL,"2015-04-02","125.03","125.32"
AAPL,"2015-04-01","124.82","124.25"
AAPL,"2015-03-31","126.09","124.43"
AAPL,"2015-03-30","124.05","126.37"
AAPL,"2015-03-27","124.57","123.25"
AAPL,"2015-03-26","122.76","124.24"
AAPL,"2015-03-25","126.54","123.38"
AAPL,"2015-03-24","127.23","126.69"
AAPL,"2015-03-23","127.12","127.21"
AAPL,"2015-03-20","128.25","125.9"
AAPL,"2015-03-19","128.75","127.495"
AAPL,"2015-03-18","127.0","128.47"
AAPL,"2015-03-17","125.9","127.04"
AAPL,"2015-03-16","123.88","124.95"
AAPL,"2015-03-13","124.4","123.59"
AAPL,"2015-03-12","122.31","124.45"
AAPL,"2015-03-11","124.75","122.24"
AAPL,"2015-03-10","126.41","124.51"
AAPL,"2015-03-09","127.96","127.14"
AAPL,"2015-03-06","128.4","126.6"
AAPL,"2015-03-05","128.58","126.41"
AAPL,"2015-03-04","129.1","128.54"
AAPL,"2015-03-03","128.96","129.36"
AAPL,"2015-03-02","129.25","129.09"
AAPL,"2015-02-27","130.0","128.46"
AAPL,"2015-02-26","128.785","130.415"
AAPL,"2015-02-25","131.56","128.79"
AAPL,"2015-02-24","132.94","132.17"
GOOG,"2016-02-24","688.92","699.56"
GOOG,"2016-02-23","701.45","695.85"
GOOG,"2016-02-22","707.45","706.24"
GOOG,"2016-02-19","695.03","700.91"
GOOG,"2016-02-18","710.0","697.35"
GOOG,"2016-02-17","699.0","708.4"
GOOG,"2016-02-16","692.98","691.0"
GOOG,"2016-02-12","690.26","682.4"
GOOG,"2016-02-11","675.0","683.11"
GOOG,"2016-02-10","686.86","684.12"
GOOG,"2016-02-09","672.32","678.11"
GOOG,"2016-02-08","667.85","682.74"
GOOG,"2016-02-05","703.87","683.551"
GOOG,"2016-02-04","722.81","708.01"
GOOG,"2016-02-03","770.22","726.95"
GOOG,"2016-02-02","784.5","764.65"
GOOG,"2016-02-01","750.46","752.0"
GOOG,"2016-01-29","731.53","742.95"
GOOG,"2016-01-28","722.22","730.96"
GOOG,"2016-01-27","713.67","699.99"
GOOG,"2016-01-26","713.85","713.04"
GOOG,"2016-01-25","723.58","711.67"
GOOG,"2016-01-22","723.6","725.25"
GOOG,"2016-01-21","702.18","706.59"
GOOG,"2016-01-20","688.61","698.45"
GOOG,"2016-01-19","703.3","701.79"
GOOG,"2016-01-15","692.29","694.63"
GOOG,"2016-01-14","705.38","714.8"
GOOG,"2016-01-13","730.85","700.56"
GOOG,"2016-01-12","721.68","726.07"
GOOG,"2016-01-11","716.61","716.03"
GOOG,"2016-01-08","731.45","714.47"
GOOG,"2016-01-07","730.31","726.39"
GOOG,"2016-01-06","730.0","743.62"
GOOG,"2016-01-05","746.45","742.58"
GOOG,"2016-01-04","743.0","740.23"
GOOG,"2015-12-31","769.5","758.88"
GOOG,"2015-12-30","776.6","771.0"
GOOG,"2015-12-29","766.69","776.6"
GOOG,"2015-12-28","752.92","762.51"
GOOG,"2015-12-24","749.55","748.4"
GOOG,"2015-12-23","753.47","750.31"
GOOG,"2015-12-22","751.65","749.78"
GOOG,"2015-12-21","746.13","747.77"
GOOG,"2015-12-18","746.51","739.51"
GOOG,"2015-12-17","762.42","749.43"
GOOG,"2015-12-16","750.0","758.09"
GOOG,"2015-12-15","753.0","743.4"
GOOG,"2015-12-14","741.79","747.77"
GOOG,"2015-12-11","741.16","738.87"
GOOG,"2015-12-10","752.85","749.46"
GOOG,"2015-12-09","759.17","751.61"
GOOG,"2015-12-08","757.89","762.37"
GOOG,"2015-12-07","767.77","763.25"
GOOG,"2015-12-04","753.1","766.81"
GOOG,"2015-12-03","766.01","752.54"
GOOG,"2015-12-02","768.9","762.38"
GOOG,"2015-12-01","747.11","767.04"
GOOG,"2015-11-30","748.81","742.6"
GOOG,"2015-11-27","748.46","750.26"
GOOG,"2015-11-25","748.14","748.15"
GOOG,"2015-11-24","752.0","748.28"
GOOG,"2015-11-23","757.45","755.98"
GOOG,"2015-11-20","746.53","756.6"
GOOG,"2015-11-19","738.74","738.41"
GOOG,"2015-11-18","727.58","740.0"
GOOG,"2015-11-17","729.29","725.3"
GOOG,"2015-11-16","715.6","728.845"
GOOG,"2015-11-13","729.17","717.0"
GOOG,"2015-11-12","731.0","731.23"
GOOG,"2015-11-11","732.46","735.4"
GOOG,"2015-11-10","724.4","728.32"
GOOG,"2015-11-09","730.2","724.89"
GOOG,"2015-11-06","731.5","733.76"
GOOG,"2015-11-05","729.47","731.25"
GOOG,"2015-11-04","722.0","728.11"
GOOG,"2015-11-03","718.86","722.16"
GOOG,"2015-11-02","711.06","721.11"
GOOG,"2015-10-30","715.73","710.81"
GOOG,"2015-10-29","710.5","716.92"
GOOG,"2015-10-28","707.33","712.95"
GOOG,"2015-10-27","707.38","708.49"
GOOG,"2015-10-26","701.55","712.78"
GOOG,"2015-10-23","727.5","702.96"
GOOG,"2015-10-22","646.7","651.79"
GOOG,"2015-10-21","654.15","642.61"
GOOG,"2015-10-20","664.04","650.28"
GOOG,"2015-10-19","661.18","666.1"
GOOG,"2015-10-16","664.11","662.2"
GOOG,"2015-10-15","654.66","661.74"
GOOG,"2015-10-14","653.21","651.16"
GOOG,"2015-10-13","643.15","652.3"
GOOG,"2015-10-12","642.09","646.67"
GOOG,"2015-10-09","640.0","643.61"
GOOG,"2015-10-08","641.36","639.16"
GOOG,"2015-10-07","649.24","642.36"
GOOG,"2015-10-06","638.84","645.44"
GOOG,"2015-10-05","632.0","641.47"
GOOG,"2015-10-02","607.2","626.91"
GOOG,"2015-10-01","608.37","611.29"
GOOG,"2015-09-30","603.28","608.42"
GOOG,"2015-09-29","597.28","594.97"
GOOG,"2015-09-28","610.34","594.89"
GOOG,"2015-09-25","629.77","611.97"
GOOG,"2015-09-24","616.64","625.8"
GOOG,"2015-09-23","622.05","622.36"
GOOG,"2015-09-22","627.0","622.69"
GOOG,"2015-09-21","634.4","635.44"
GOOG,"2015-09-18","636.79","629.25"
GOOG,"2015-09-17","637.79","643.35"
GOOG,"2015-09-16","635.47","635.98"
GOOG,"2015-09-15","626.7","635.14"
GOOG,"2015-09-14","625.7","623.24"
GOOG,"2015-09-11","619.75","625.77"
GOOG,"2015-09-10","613.1","621.35"
GOOG,"2015-09-09","621.22","612.72"
GOOG,"2015-09-08","612.49","614.66"
GOOG,"2015-09-04","600.0","600.7"
GOOG,"2015-09-03","617.0","606.25"
GOOG,"2015-09-02","605.68","614.34"
GOOG,"2015-09-01","602.36","597.79"
GOOG,"2015-08-31","627.54","618.25"
GOOG,"2015-08-28","632.82","630.38"
GOOG,"2015-08-27","639.4","637.61"
GOOG,"2015-08-26","610.35","629.08"
GOOG,"2015-08-25","614.91","596.68"
GOOG,"2015-08-24","573.0","592.52"
GOOG,"2015-08-21","639.78","614.89"
GOOG,"2015-08-20","655.46","646.83"
GOOG,"2015-08-19","656.6","660.9"
GOOG,"2015-08-18","661.9","656.13"
GOOG,"2015-08-17","656.8","660.87"
GOOG,"2015-08-14","655.01","657.12"
GOOG,"2015-08-13","659.3225","656.45"
GOOG,"2015-08-12","663.08","659.56"
GOOG,"2015-08-11","669.2","660.78"
GOOG,"2015-08-10","639.48","633.73"
GOOG,"2015-08-07","640.23","635.3"
GOOG,"2015-08-06","645.0","642.68"
GOOG,"2015-08-05","634.33","643.78"
GOOG,"2015-08-04","628.42","629.25"
GOOG,"2015-08-03","625.34","631.21"
GOOG,"2015-07-31","631.38","625.61"
GOOG,"2015-07-30","630.0","632.59"
GOOG,"2015-07-29","628.8","631.93"
GOOG,"2015-07-28","632.83","628.0"
GOOG,"2015-07-27","621.0","627.26"
GOOG,"2015-07-24","647.0","623.56"
GOOG,"2015-07-23","661.27","644.28"
GOOG,"2015-07-22","660.89","662.1"
GOOG,"2015-07-21","655.21","662.3"
GOOG,"2015-07-20","659.24","663.02"
GOOG,"2015-07-17","649.0","672.93"
GOOG,"2015-07-16","565.12","579.85"
GOOG,"2015-07-15","560.13","560.22"
GOOG,"2015-07-14","546.76","561.1"
GOOG,"2015-07-10","526.29","530.13"
GOOG,"2015-07-09","523.12","520.68"
GOOG,"2015-07-08","521.05","516.83"
GOOG,"2015-07-07","523.13","525.02"
GOOG,"2015-07-06","519.5","522.97"
GOOG,"2015-07-02","521.08","523.4"
GOOG,"2015-07-01","524.73","521.84"
GOOG,"2015-06-30","526.02","520.51"
GOOG,"2015-06-29","525.01","521.52"
GOOG,"2015-06-26","537.26","531.69"
GOOG,"2015-06-25","538.87","535.23"
GOOG,"2015-06-24","540.0","537.84"
GOOG,"2015-06-23","539.64","540.48"
GOOG,"2015-06-22","539.59","538.19"
GOOG,"2015-06-19","537.21","536.69"
GOOG,"2015-06-18","531.0","536.73"
GOOG,"2015-06-17","529.37","529.26"
GOOG,"2015-06-16","528.4","528.15"
GOOG,"2015-06-15","528.0","527.2"
GOOG,"2015-06-12","531.6","532.33"
GOOG,"2015-06-11","538.425","534.61"
GOOG,"2015-06-10","529.36","536.69"
GOOG,"2015-06-09","527.56","526.69"
GOOG,"2015-06-08","533.31","526.83"
GOOG,"2015-06-05","536.35","533.33"
GOOG,"2015-06-04","537.76","537.06"
GOOG,"2015-06-03","539.91","540.31"
GOOG,"2015-06-02","532.93","539.18"
GOOG,"2015-06-01","536.79","533.99"
GOOG,"2015-05-29","537.37","532.11"
GOOG,"2015-05-28","538.01","539.78"
GOOG,"2015-05-27","532.8","539.79"
GOOG,"2015-05-26","538.12","532.32"
GOOG,"2015-05-22","540.15","540.11"
GOOG,"2015-05-21","537.95","542.87"
GOOG,"2015-05-20","538.49","539.27"
GOOG,"2015-05-19","533.98","537.36"
GOOG,"2015-05-18","532.01","532.3"
GOOG,"2015-05-15","539.18","533.85"
GOOG,"2015-05-14","533.77","538.4"
GOOG,"2015-05-13","530.56","529.62"
GOOG,"2015-05-12","531.6","529.04"
GOOG,"2015-05-11","538.37","535.7"
GOOG,"2015-05-08","536.65","538.22"
GOOG,"2015-05-07","523.99","530.7"
GOOG,"2015-05-06","531.24","524.22"
GOOG,"2015-05-05","538.21","530.8"
GOOG,"2015-05-04","538.53","540.78"
GOOG,"2015-05-01","538.43","537.61"
GOOG,"2015-04-30","547.87","537.34"
GOOG,"2015-04-29","550.47","549.08"
GOOG,"2015-04-28","554.64","553.68"
GOOG,"2015-04-27","563.39","555.37"
GOOG,"2015-04-24","566.1","565.06"
GOOG,"2015-04-23","541.0","547.0"
GOOG,"2015-04-22","534.4","539.365"
GOOG,"2015-04-21","537.51","533.97"
GOOG,"2015-04-20","525.6","535.38"
GOOG,"2015-04-17","528.66","524.05"
GOOG,"2015-04-16","529.9","533.8"
GOOG,"2015-04-15","528.7","532.53"
GOOG,"2015-04-14","536.25","530.39"
GOOG,"2015-04-13","538.41","539.17"
GOOG,"2015-04-10","542.29","540.01"
GOOG,"2015-04-09","541.03","540.78"
GOOG,"2015-04-08","538.38","541.61"
GOOG,"2015-04-07","538.08","537.02"
GOOG,"2015-04-06","532.22","536.765"
GOOG,"2015-04-02","540.85","535.53"
GOOG,"2015-04-01","548.6","542.56"
GOOG,"2015-03-31","550.0","548.0"
GOOG,"2015-03-30","551.62","552.03"
GOOG,"2015-03-27","553.0","548.34"
GOOG,"2015-03-26","557.59","555.17"
GOOG,"2015-03-25","570.5","558.785"
GOOG,"2015-03-24","562.56","570.19"
GOOG,"2015-03-23","560.43","558.845"
GOOG,"2015-03-20","561.65","560.36"
GOOG,"2015-03-19","559.39","557.99"
GOOG,"2015-03-18","552.5","559.5"
GOOG,"2015-03-17","551.71","550.84"
GOOG,"2015-03-16","550.95","554.51"
GOOG,"2015-03-13","553.5","547.32"
GOOG,"2015-03-12","553.51","555.51"
GOOG,"2015-03-11","555.14","551.18"
GOOG,"2015-03-10","564.25","555.01"
GOOG,"2015-03-09","566.86","568.85"
GOOG,"2015-03-06","574.88","567.685"
GOOG,"2015-03-05","575.02","575.33"
GOOG,"2015-03-04","571.87","573.37"
GOOG,"2015-03-03","570.45","573.64"
GOOG,"2015-03-02","560.53","571.34"
GOOG,"2015-02-27","554.24","558.4"
GOOG,"2015-02-26","543.21","555.48"
GOOG,"2015-02-25","535.9","543.87"
GOOG,"2015-02-24","530.0","536.09"
CSCO,"2016-02-24","25.89","26.32"
CSCO,"2016-02-23","26.54","26.115"
CSCO,"2016-02-22","26.87","26.61"
CSCO,"2016-02-19","26.27","26.55"
CSCO,"2016-02-18","26.4405","26.43"
CSCO,"2016-02-17","26.17","26.45"
CSCO,"2016-02-16","25.27","25.84"
CSCO,"2016-02-12","24.89","25.11"
CSCO,"2016-02-11","24.09","24.68"
CSCO,"2016-02-10","23.13","22.51"
CSCO,"2016-02-09","22.6","22.65"
CSCO,"2016-02-08","22.63","22.93"
CSCO,"2016-02-05","23.51","22.89"
CSCO,"2016-02-04","23.17","23.54"
CSCO,"2016-02-03","23.09","23.1"
CSCO,"2016-02-02","23.23","22.83"
CSCO,"2016-02-01","23.46","23.48"
CSCO,"2016-01-29","23.4","23.79"
CSCO,"2016-01-28","23.73","23.105"
CSCO,"2016-01-27","23.69","23.43"
CSCO,"2016-01-26","23.24","23.72"
CSCO,"2016-01-25","23.38","23.16"
CSCO,"2016-01-22","23.6","23.37"
CSCO,"2016-01-21","23.09","22.9"
CSCO,"2016-01-20","23.4","22.9"
CSCO,"2016-01-19","23.8","23.85"
CSCO,"2016-01-15","23.93","23.58"
CSCO,"2016-01-14","24.69","24.66"
CSCO,"2016-01-13","25.42","24.6"
CSCO,"2016-01-12","25.51","25.35"
CSCO,"2016-01-11","24.93","25.27"
CSCO,"2016-01-08","25.55","24.78"
CSCO,"2016-01-07","25.49","25.41"
CSCO,"2016-01-06","26.08","26.01"
CSCO,"2016-01-05","26.54","26.29"
CSCO,"2016-01-04","26.39","26.35"
CSCO,"2015-12-31","27.38","27.155"
CSCO,"2015-12-30","27.66","27.53"
CSCO,"2015-12-29","27.44","27.77"
CSCO,"2015-12-28","27.3","27.31"
CSCO,"2015-12-24","27.41","27.38"
CSCO,"2015-12-23","27.04","27.4"
CSCO,"2015-12-22","26.85","26.89"
CSCO,"2015-12-21","26.58","26.635"
CSCO,"2015-12-18","26.6","26.27"
CSCO,"2015-12-17","27.285","26.72"
CSCO,"2015-12-16","27.0","27.235"
CSCO,"2015-12-15","26.72","26.85"
CSCO,"2015-12-14","26.3","26.49"
CSCO,"2015-12-11","26.49","26.16"
CSCO,"2015-12-10","26.74","26.77"
CSCO,"2015-12-09","26.96","26.73"
CSCO,"2015-12-08","27.17","27.15"
CSCO,"2015-12-07","27.56","27.49"
CSCO,"2015-12-04","26.95","27.48"
CSCO,"2015-12-03","27.63","26.95"
CSCO,"2015-12-02","27.49","27.44"
CSCO,"2015-12-01","27.2","27.57"
CSCO,"2015-11-30","27.34","27.26"
CSCO,"2015-11-27","27.25","27.32"
CSCO,"2015-11-25","27.32","27.24"
CSCO,"2015-11-24","27.25","27.27"
CSCO,"2015-11-23","27.65","27.435"
CSCO,"2015-11-20","27.59","27.57"
CSCO,"2015-11-19","27.1","27.37"
CSCO,"2015-11-18","27.0","27.12"
CSCO,"2015-11-17","26.8","26.81"
CSCO,"2015-11-16","26.07","26.79"
CSCO,"2015-11-13","26.29","26.21"
CSCO,"2015-11-12","27.74","27.85"
CSCO,"2015-11-11","28.1","27.82"
CSCO,"2015-11-10","28.18","27.98"
CSCO,"2015-11-09","28.35","28.18"
CSCO,"2015-11-06","28.31","28.45"
CSCO,"2015-11-05","28.5","28.43"
CSCO,"2015-11-04","28.79","28.47"
CSCO,"2015-11-03","28.61","28.61"
CSCO,"2015-11-02","28.87","28.77"
CSCO,"2015-10-30","29.0","28.85"
CSCO,"2015-10-29","29.15","29.14"
CSCO,"2015-10-28","29.29","29.36"
CSCO,"2015-10-27","28.72","29.05"
CSCO,"2015-10-26","29.32","28.95"
CSCO,"2015-10-23","29.02","29.35"
CSCO,"2015-10-22","28.56","29.01"
CSCO,"2015-10-21","28.6","28.28"
CSCO,"2015-10-20","28.2","28.52"
CSCO,"2015-10-19","28.12","28.25"
CSCO,"2015-10-16","28.34","28.25"
CSCO,"2015-10-15","28.1","28.16"
CSCO,"2015-10-14","27.75","27.82"
CSCO,"2015-10-13","27.75","27.85"
CSCO,"2015-10-12","27.93","27.96"
CSCO,"2015-10-09","28.01","27.91"
CSCO,"2015-10-08","27.51","27.91"
CSCO,"2015-10-07","27.52","27.545"
CSCO,"2015-10-06","27.03","27.23"
CSCO,"2015-10-05","26.04","26.85"
CSCO,"2015-10-02","25.4","25.74"
CSCO,"2015-10-01","26.05","25.73"
CSCO,"2015-09-30","26.0","26.245"
CSCO,"2015-09-29","25.64","25.64"
CSCO,"2015-09-28","25.83","25.66"
CSCO,"2015-09-25","25.81","26.025"
CSCO,"2015-09-24","25.09","25.42"
CSCO,"2015-09-23","25.22","25.28"
CSCO,"2015-09-22","25.06","25.14"
CSCO,"2015-09-21","25.45","25.54"
CSCO,"2015-09-18","25.57","25.54"
CSCO,"2015-09-17","25.96","25.88"
CSCO,"2015-09-16","26.07","26.07"
CSCO,"2015-09-15","25.56","25.98"
CSCO,"2015-09-14","26.15","25.69"
CSCO,"2015-09-11","26.0","26.02"
CSCO,"2015-09-10","25.9","26.26"
CSCO,"2015-09-09","26.5","25.94"
CSCO,"2015-09-08","25.98","26.3"
CSCO,"2015-09-04","25.42","25.52"
CSCO,"2015-09-03","25.88","25.9"
CSCO,"2015-09-02","25.55","25.65"
CSCO,"2015-09-01","25.22","25.12"
CSCO,"2015-08-31","25.94","25.88"
CSCO,"2015-08-28","25.91","26.0"
CSCO,"2015-08-27","25.98","26.17"
CSCO,"2015-08-26","25.28","25.68"
CSCO,"2015-08-25","25.94","25.0"
CSCO,"2015-08-24","24.89","25.27"
CSCO,"2015-08-21","26.88","26.56"
CSCO,"2015-08-20","27.56","27.04"
