"_time",referer,"uri_path",bytes
"2016-02-17T16:19:21.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-11","/cart/success.do",2479
"2016-02-17T16:16:09.000-0800","http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-15","/productscreen.html",318
"2016-02-17T16:14:44.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-19","show.do",1726
"2016-02-17T16:09:40.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-26","/cart.do",1873
"2016-02-17T16:07:18.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-6&categoryId=STRATEGY&productId=DC-SG-G02","/cart.do",3509
"2016-02-17T16:05:49.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-G04","/cart.do",1998
"2016-02-17T16:00:48.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-12","/cart/success.do",2114
"2016-02-17T15:58:13.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-A02","/oldlink",3953
"2016-02-17T15:56:08.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-A02","/product.screen",3945
"2016-02-17T15:56:04.000-0800","http://www.buttercupgames.com/product.screen?productId=FS-SG-G03","/cart.do",337
"2016-02-17T15:48:29.000-0800","http://www.buttercupgames.com/product.screen?productId=BS-AG-G09","/cart.do",698
"2016-02-17T15:46:14.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-G04","/category.screen",943
"2016-02-17T15:45:00.000-0800","http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-26","/product.screen",2328
"2016-02-17T15:45:00.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SPORTS","/product.screen",1260
"2016-02-17T15:45:00.000-0800","http://www.buttercupgames.com/category.screen?categoryId=TEE","/product.screen",3004
"2016-02-17T15:40:51.000-0800","http://www.buttercupgames.com","/product.screen",644
"2016-02-17T15:38:33.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-18","/oldlink",208
"2016-02-17T15:37:01.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-19","/cart/success.do",3070
"2016-02-17T15:36:59.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-11","/product.screen",3707
"2016-02-17T15:33:45.000-0800","http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01","/category.screen",2135
"2016-02-17T15:29:27.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-15&productId=WC-SH-T02","/cart.do",557
"2016-02-17T15:27:49.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-6","/cart/success.do",802
"2016-02-17T15:27:46.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SIMULATION","/product.screen",3624
"2016-02-17T15:27:46.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-21","/cart.do",1823
"2016-02-17T15:27:45.000-0800","http://www.buttercupgames.com/product.screen?productId=MB-AG-G07","/cart.do",1472
"2016-02-17T15:27:44.000-0800","http://www.buttercupgames.com/product.screen?productId=MB-AG-T01","/cart.do",2471
"2016-02-17T15:26:16.000-0800","http://www.buttercupgames.com/product.screen?productId=MB-AG-G07","/cart.do",1241
"2016-02-17T15:26:12.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-G04","/category.screen",509
"2016-02-17T15:23:29.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-12","/cart/success.do",2210
"2016-02-17T15:23:26.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/oldlink",2991
"2016-02-17T15:23:22.000-0800","http://www.buttercupgames.com","/category.screen",2629
"2016-02-17T15:18:53.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SHOOTER","/product.screen",1934
"2016-02-17T15:16:54.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SIMULATION","/oldlink",874
"2016-02-17T15:09:33.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-7&productId=SC-MG-G10","/product.screen",3417
"2016-02-17T14:47:17.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-17","/oldlink",2896
"2016-02-17T14:44:29.000-0800","http://www.buttercupgames.com/category.screen?categoryId=TEE","/cart.do",3208
"2016-02-17T14:44:25.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-12","/product.screen",1525
"2016-02-17T14:42:54.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SHOOTER","/oldlink",1659
"2016-02-17T14:42:53.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-17","/category.screen",1831
"2016-02-17T14:40:24.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-27","/oldlink",2605
"2016-02-17T14:40:21.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SHOOTER","/product.screen",554
"2016-02-17T14:38:50.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-21&categoryId=TEE&productId=WC-SH-T02","/cart.do",588
"2016-02-17T14:32:20.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-17","/product.screen",2320
"2016-02-17T14:11:55.000-0800","http://www.buttercupgames.com/category.screen?categoryId=NULL","/product.screen",690
"2016-02-17T14:10:03.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/oldlink",2660
"2016-02-17T14:04:46.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-G04","/product.screen",3234
"2016-02-17T14:02:50.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-A02","/cart.do",1018
"2016-02-17T14:01:38.000-0800","http://www.buttercupgames.com/cart.do?action=remove&itemId=EST-14&productId=FI-AG-G08","/product.screen",740
"2016-02-17T13:55:30.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-16&categoryId=STRATEGY&productId=PZ-SG-G05","/cart.do",1119
"2016-02-17T13:53:23.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-A01","/cart.do",1086
"2016-02-17T13:40:05.000-0800","http://www.buttercupgames.com/product.screen?productId=CU-PG-G06","/oldlink",1194
"2016-02-17T13:32:11.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-12","/cart/error.do",1983
"2016-02-17T13:32:08.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-13","/category.screen",954
"2016-02-17T13:21:30.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-16","/category.screen",1458
"2016-02-17T13:18:18.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-7","/oldlink",3530
"2016-02-17T13:18:13.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-18","/category.screen",868
"2016-02-17T13:12:57.000-0800","http://www.buttercupgames.com/product.screen?productId=MB-AG-G07","/category.screen",2491
"2016-02-17T13:09:00.000-0800","http://www.buttercupgames.com","/category.screen",2045
"2016-02-17T13:07:10.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-11","/cart.do",2268
"2016-02-17T12:48:12.000-0800","http://www.buttercupgames.com/product.screen?productId=CU-PG-G06","/category.screen",2581
"2016-02-17T12:48:08.000-0800","http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES","/product.screen",3665
"2016-02-17T12:48:07.000-0800","http://www.buttercupgames.com/category.screen?categoryId=TEE","/product.screen",1372
"2016-02-17T12:45:41.000-0800","http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES","/category.screen",333
"2016-02-17T12:45:41.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-17","/oldlink",712
"2016-02-17T12:45:38.000-0800","http://www.buttercupgames.com/product.screen?productId=FS-SG-G03","/cart.do",424
"2016-02-17T12:42:50.000-0800","http://www.buttercupgames.com/product.screen?productId=DC-SG-G02","/cart.do",267
"2016-02-17T12:40:07.000-0800","http://www.buttercupgames.com/category.screen?categoryId=ARCADE","/product.screen",2252
"2016-02-17T12:38:56.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-27&productId=DC-SG-G02","/category.screen",2921
"2016-02-17T12:29:52.000-0800","http://www.buttercupgames.com/category.screen?categoryId=NULL","/product.screen",885
"2016-02-17T12:25:04.000-0800","http://www.buttercupgames.com/category.screen?categoryId=TEE","/product.screen",2818
"2016-02-17T12:25:03.000-0800","http://www.buttercupgames.com/category.screen?categoryId=NULL","/oldlink",493
"2016-02-17T12:21:30.000-0800","http://www.buttercupgames.com/category.screen?categoryId=TEE","/oldlink",3613
"2016-02-17T12:21:29.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-A01","/oldlink",3308
"2016-02-17T12:19:04.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SPORTS","/category.screen",4000
"2016-02-17T12:17:23.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-6","/oldlink",2074
"2016-02-17T12:10:10.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-27","/category.screen",1265
"2016-02-17T12:07:22.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-26","/cart.do",1941
"2016-02-17T12:07:11.000-0800","http://www.buttercupgames.com/product.screen?productId=PZ-SG-G05","/category.screen",866
"2016-02-17T12:03:57.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-6","/oldlink",1078
"2016-02-17T12:03:56.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-6&productId=FS-SG-G03","/cart.do",976
"2016-02-17T11:56:55.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-18","/oldlink",2474
"2016-02-17T11:37:21.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-15","/product.screen",2055
"2016-02-17T11:32:00.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SHOOTER","/product.screen",3943
"2016-02-17T11:31:58.000-0800","http://www.buttercupgames.com/product.screen?productId=CU-PG-G06","/cart.do",1024
"2016-02-17T11:31:56.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SPORTS","/product.screen",1862
"2016-02-17T11:26:35.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-21","/cart/error.do",13474
"2016-02-17T11:24:33.000-0800","http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES","/product.screen",2405
"2016-02-17T11:21:39.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-26&productId=MB-AG-T01","/oldlink",253
"2016-02-17T11:21:35.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-G04","/oldlink",1413
"2016-02-17T11:21:35.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-14&categoryId=STRATEGY&productId=FS-SG-G03","/cart.do",2394
"2016-02-17T11:21:35.000-0800","http://www.buttercupgames.com/product.screen?productId=FS-SG-G03","/cart.do",2825
"2016-02-17T11:21:34.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/product.screen",1498
"2016-02-17T11:18:07.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-11","/product.screen",303
"2016-02-17T11:18:00.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-14&productId=PZ-SG-G05","/oldlink",3532
"2016-02-17T11:11:11.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-A01","/product.screen",1007
"2016-02-17T11:09:33.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-7&categoryId=TEE&productId=MB-AG-T01","/cart.do",677
"2016-02-17T11:03:04.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-A02","/cart.do",266
"2016-02-17T11:03:00.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-14&categoryId=SIMULATION&productId=SC-MG-G10","/cart.do",1067
"2016-02-17T11:00:33.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-17&productId=FS-SG-G03","/category.screen",3328
"2016-02-17T11:00:30.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-G04","/product.screen",2641
"2016-02-17T10:56:10.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-A01","/cart.do",1389
"2016-02-17T10:54:45.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-T02","/product.screen",2869
"2016-02-17T10:52:39.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-13&productId=WC-SH-A02","/cart.do",1966
"2016-02-17T10:50:07.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-6","/cart/success.do",1756
"2016-02-17T10:46:32.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-15","/product.screen",1364
"2016-02-17T10:45:17.000-0800","http://www.buttercupgames.com/category.screen?categoryId=ARCADE","/oldlink",2931
"2016-02-17T10:45:13.000-0800","http://www.buttercupgames.com/product.screen?productId=SC-MG-G10","/cart.do",2832
"2016-02-17T10:42:47.000-0800","http://www.buttercupgames.com/category.screen?categoryId=TEE","/oldlink",1727
"2016-02-17T10:42:42.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-27&productId=DB-SG-G01","/product.screen",1966
"2016-02-17T10:42:41.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-19","/cart.do",2053
"2016-02-17T10:42:40.000-0800","http://www.buttercupgames.com/product.screen?productId=SC-MG-G10","/cart.do",3118
"2016-02-17T10:37:27.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/product.screen",2940
"2016-02-17T10:32:58.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-15&productId=WC-SH-A02","/product.screen",2530
"2016-02-17T10:32:52.000-0800","http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES","/product.screen",2231
"2016-02-17T10:31:44.000-0800","http://www.buttercupgames.com/product.screen?productId=MB-AG-T01","/cart.do",1841
"2016-02-17T10:31:43.000-0800","http://www.buttercupgames.com/product.screen?productId=FS-SG-G03","/oldlink",975
"2016-02-17T10:30:29.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-11&productId=MB-AG-T01","/oldlink",1782
"2016-02-17T10:24:14.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-17","/cart.do",1977
"2016-02-17T10:20:51.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-17","/category.screen",247
"2016-02-17T10:13:00.000-0800","http://www.buttercupgames.com","/cart.do",2147
"2016-02-17T10:03:23.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/product.screen",3639
"2016-02-17T09:58:21.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-27","/product.screen",2623
"2016-02-17T09:58:18.000-0800","http://www.buttercupgames.com/product.screen?productId=CU-PG-G06","/product.screen",858
"2016-02-17T09:46:31.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-27&categoryId=ARCADE&productId=BS-AG-G09","/cart.do",2677
"2016-02-17T09:44:39.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-26&productId=MB-AG-T01","/cart.do",678
"2016-02-17T09:44:39.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-14","/cart/error.do",13585
"2016-02-17T09:39:32.000-0800","http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01","/cart.do",2372
"2016-02-17T09:36:33.000-0800","http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES","/oldlink",2267
"2016-02-17T09:36:32.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-18&categoryId=TEE&productId=WC-SH-T02","/cart.do",1883
"2016-02-17T09:34:08.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-6","/category.screen",504
"2016-02-17T09:34:07.000-0800","http://www.buttercupgames.com/category.screen?categoryId=TEE","/oldlink",2142
"2016-02-17T09:27:41.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SIMULATION","/product.screen",1121
"2016-02-17T09:25:13.000-0800","http://www.buttercupgames.com/category.screen?categoryId=NULL","/oldlink",512
"2016-02-17T09:17:20.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-13","/oldlink",3175
"2016-02-17T09:14:27.000-0800","http://www.buttercupgames.com","/oldlink",1209
"2016-02-17T09:10:28.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-14&productId=SC-MG-G10","/category.screen",2517
"2016-02-17T09:10:28.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-15","/cart/success.do",3592
"2016-02-17T09:10:23.000-0800","http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-16&productId=CU-PG-G06","/cart.do",3880
"2016-02-17T09:08:55.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-16&productId=DC-SG-G02","/category.screen",3182
"2016-02-17T09:02:50.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-13","/category.screen",3959
"2016-02-17T08:51:25.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/category.screen",2031
"2016-02-17T08:51:22.000-0800","http://www.buttercupgames.com/cart.do?action=remove&itemId=EST-12","/cart.do",366
"2016-02-17T08:51:17.000-0800","http://www.buttercupgames.com/category.screen?categoryId=ARCADE","/product.screen",2077
"2016-02-17T08:47:48.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-11","/category.screen",2396
"2016-02-17T08:35:27.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/product.screen",312
"2016-02-17T08:35:26.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-13","/cart/success.do",2711
"2016-02-17T08:32:40.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SHOOTER","/product.screen",224
"2016-02-17T08:32:35.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/oldlink",1962
"2016-02-17T08:24:39.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SIMULATION","/oldlink",971
"2016-02-17T08:21:21.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/product.screen",292
"2016-02-17T08:16:13.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-11&categoryId=STRATEGY&productId=DC-SG-G02","/cart.do",1161
"2016-02-17T08:16:10.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/product.screen",1563
"2016-02-17T08:16:07.000-0800","http://www.buttercupgames.com","/oldlink",952
"2016-02-17T08:02:13.000-0800","http://www.buttercupgames.com/category.screen?categoryId=ARCADE","/oldlink",2733
"2016-02-17T07:57:26.000-0800","http://www.buttercupgames.com/category.screen?categoryId=TEE","/category.screen",2385
"2016-02-17T07:51:51.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-27","/product.screen",2049
"2016-02-17T07:48:24.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-11","/oldlink",1289
"2016-02-17T07:45:12.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-15","/cart.do",1312
"2016-02-17T07:45:11.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-19&productId=WC-SH-T02","/oldlink",3849
"2016-02-17T07:45:07.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-A02","/cart.do",2798
"2016-02-17T07:41:10.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-21","/cart/success.do",1946
"2016-02-17T07:38:04.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-T02","/product.screen",1204
"2016-02-17T07:38:00.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SIMULATION","/product.screen",2360
"2016-02-17T07:34:34.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-11&categoryId=STRATEGY&productId=FS-SG-G03","/cart.do",2841
"2016-02-17T07:34:33.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SIMULATION","/cart.do",3879
"2016-02-17T07:30:24.000-0800","http://www.buttercupgames.com/category.screen?categoryId=NULL","/category.screen",1663
"2016-02-17T07:29:09.000-0800","http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-15","/cart/success.do",3132
"2016-02-17T07:22:31.000-0800","http://www.buttercupgames.com/product.screen?productId=MB-AG-G07","/cart.do",1761
"2016-02-17T07:19:35.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-27","/product.screen",2101
"2016-02-17T07:08:08.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/category.screen",3492
"2016-02-17T07:05:51.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-13&categoryId=TEE&productId=MB-AG-T01","/cart.do",1855
"2016-02-17T07:00:21.000-0800","http://www.buttercupgames.com/category.screen?categoryId=NULL","/oldlink",1699
"2016-02-17T07:00:19.000-0800","http://www.buttercupgames.com","/cart.do",430
"2016-02-17T06:57:02.000-0800","http://www.buttercupgames.com/product.screen?productId=PZ-SG-G05","/oldlink",901
"2016-02-17T06:56:59.000-0800","http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-19&productId=SC-MG-G10","/category.screen",3404
"2016-02-17T06:50:58.000-0800","http://www.buttercupgames.com/product.screen?productId=FS-SG-G03","/cart.do",3098
"2016-02-17T06:49:35.000-0800","http://www.buttercupgames.com/category.screen?categoryId=STRATEGY","/cart.do",310
"2016-02-17T06:45:51.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-11","/oldlink",956
"2016-02-17T06:40:26.000-0800","http://www.buttercupgames.com/product.screen?productId=MB-AG-T01","/cart.do",2625
"2016-02-17T06:32:13.000-0800","http://www.buttercupgames.com/product.screen?productId=MB-AG-G07","/oldlink",3923
"2016-02-17T06:32:06.000-0800","http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-7&productId=WC-SH-G04","/cart.do",1485
"2016-02-17T06:27:39.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-A01","/oldlink",3951
"2016-02-17T06:27:35.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-12","/cart.do",1676
"2016-02-17T06:22:18.000-0800","http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-16&productId=FI-AG-G08","/cart.do",3218
"2016-02-17T06:08:22.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-13&productId=WC-SH-A01","/product.screen",2603
"2016-02-17T06:05:37.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-13&productId=DC-SG-G02","/product.screen",3751
"2016-02-17T06:02:55.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-G04","/category.screen",3990
"2016-02-17T05:59:57.000-0800","http://www.buttercupgames.com/product.screen?productId=WC-SH-A02","/cart.do",1889
"2016-02-17T05:59:53.000-0800","http://www.buttercupgames.com/product.screen?productId=CU-PG-G06","/cart.do",391
"2016-02-17T05:58:20.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-17","/category.screen",1946
"2016-02-17T05:51:23.000-0800","http://www.buttercupgames.com/oldlink?itemId=EST-21","/productscreen.html",2193
"2016-02-17T05:46:14.000-0800","http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES","/product.screen",3920
"2016-02-17T05:34:26.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-12&productId=FI-AG-G08","/product.screen",3510
"2016-02-17T05:29:36.000-0800","http://www.buttercupgames.com/category.screen?categoryId=SHOOTER","/product.screen",2142
"2016-02-17T05:29:34.000-0800","http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01","/category.screen",3066
"2016-02-17T05:23:16.000-0800","http://www.buttercupgames.com/product.screen?productId=BS-AG-G09","/oldlink",1861
"2016-02-17T05:23:13.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-14&productId=SC-MG-G10","/oldlink",3248
"2016-02-17T05:20:26.000-0800","http://www.buttercupgames.com/cart.do?action=view&itemId=EST-27&productId=FS-SG-G03","/cart.do",2735
"2016-02-17T05:20:22.000-0800","http://www.buttercupgames.com/category.screen?categoryId=NULL","/hidden/anna_nicole.html",3512
"2016-02-17T05:20:20.000-0800","http://www.buttercupgames.com","/cart.do",2254
"2016-02-17T05:18:43.000-0800","http://www.buttercupgames.com/product.screen?productId=SC-MG-G10","/oldlink",3336
