timestamp,"bike_id","member_type","date_hour","date_wday","duration_ms","start_station"
1451493840,W00225,Registered,8,wednesday,504633,"Eastern Market / 7th & North Carolina Ave SE"
1451493840,W21305,Registered,8,wednesday,400352,"Columbia Rd & Belmont St NW"
1451493540,W00459,Registered,8,wednesday,229512,"Fairfax Dr & Wilson Blvd"
1451493420,W01004,Registered,8,wednesday,261162,"14th St & New York Ave NW"
1451493120,W00060,Registered,8,wednesday,786299,"5th & K St NW"
1451492820,W00292,Registered,8,wednesday,291985,"Gallaudet / 8th St & Florida Ave NE"
1451492760,W00322,Registered,8,wednesday,314421,"S Walter Reed Dr & 8th St S"
1451492040,W00873,Registered,8,wednesday,1365051,"39th & Calvert St NW / Stoddert"
1451491860,W21450,Registered,8,wednesday,503658,"Columbus Circle / Union Station"
1451490780,W20918,Registered,7,wednesday,284597,"21st St N & N Pierce St"
1451490720,W20336,Registered,7,wednesday,862642,"M St & Delaware Ave NE"
1451489520,W20498,Registered,7,wednesday,388670,"New Hampshire Ave & T St NW"
1451486400,W20373,Registered,6,wednesday,880152,"Columbus Circle / Union Station"
1451485440,W21032,Registered,6,wednesday,411408,"18th St & Pennsylvania Ave NW"
1451482920,W21306,Registered,5,wednesday,232837,"1st & M St NE"
1451460540,W01041,Casual,23,tuesday,856296,"17th & Corcoran St NW"
1451456640,W22096,Registered,22,tuesday,1359661,"15th & P St NW"
1451455320,W00792,Registered,22,tuesday,223025,"25th St & Pennsylvania Ave NW"
1451454900,W20887,Registered,21,tuesday,601615,"Georgia & New Hampshire Ave NW"
1451452320,W00971,Casual,21,tuesday,571745,"3rd & H St NE"
1451452200,W01442,Registered,21,tuesday,238593,"7th & T St NW"
1451451600,W01500,Registered,21,tuesday,530284,"14th & Rhode Island Ave NW"
1451451300,W01284,Registered,20,tuesday,1130658,"18th St & Pennsylvania Ave NW"
1451450220,W22001,Registered,20,tuesday,1472873,"11th & H St NE"
1451448000,W20884,Registered,20,tuesday,1509409,"17th & Rhode Island Ave NW"
1451445060,W01164,Registered,19,tuesday,482376,"15th & F St NE"
1451444580,W20483,Registered,19,tuesday,713525,"17th & Corcoran St NW"
1451444340,W20202,Registered,18,tuesday,203469,"New Hampshire Ave & T St NW"
1451443620,W20885,Registered,18,tuesday,599239,"8th & O St NW"
1451442600,W20805,Registered,18,tuesday,808442,"3rd & H St NE"
1451442360,W22071,Registered,18,tuesday,736964,"1st & Rhode Island Ave NW"
1451442060,W20668,Registered,18,tuesday,135498,"New Hampshire Ave & 24th St NW"
1451441880,W21441,Registered,18,tuesday,515954,"14th & V St NW"
1451441880,W21492,Registered,18,tuesday,342327,"Calvert St & Woodley Pl NW"
1451441820,W01146,Registered,18,tuesday,1180620,"14th & Rhode Island Ave NW"
1451441760,W00728,Registered,18,tuesday,404815,"17th & Rhode Island Ave NW"
1451441700,W20693,Registered,18,tuesday,718325,"14th & D St NW / Ronald Reagan Building"
1451440920,W20046,Registered,18,tuesday,478282,"Court House Metro / 15th & N Uhle St"
1451440500,W21811,Registered,17,tuesday,644180,"1st & K St SE"
1451439720,W20802,Registered,17,tuesday,704947,"Anacostia Library"
1451438640,W20855,Registered,17,tuesday,369539,"20th & O St NW / Dupont South"
1451438400,W21259,Registered,17,tuesday,1055357,"Metro Center / 12th & G St NW"
1451438280,W21735,Registered,17,tuesday,845691,"Constitution Ave & 2nd St NW/DOL"
1451437800,W00912,Registered,17,tuesday,294604,"Eisenhower Ave & Mill Race Ln"
1451437500,W21257,Registered,17,tuesday,746430,"4th & E St SW"
1451436720,W21899,Registered,16,tuesday,183748,"10th & U St NW"
1451434800,W00540,Registered,16,tuesday,609120,"L'Enfant Plaza / 7th & C St SW"
1451433960,W22103,Casual,16,tuesday,608329,"Metro Center / 12th & G St NW"
1451433720,W21394,Registered,16,tuesday,1200074,"4th & East Capitol St NE"
1451429580,W20323,Casual,14,tuesday,1414339,"Iwo Jima Memorial/N Meade & 14th St N"
1451429400,W20618,Casual,14,tuesday,1285781,"Jefferson Dr & 14th St SW"
1451426880,W20023,Registered,14,tuesday,2620867,"20th St & Florida Ave NW"
1451426700,W00167,Casual,14,tuesday,358786,"USDA / 12th & Independence Ave SW"
1451422260,W01049,Registered,12,tuesday,277212,"D St & Maryland Ave NE"
1451421660,W21364,Registered,12,tuesday,203136,"14th & V St NW"
1451421480,W21926,Registered,12,tuesday,617264,"Columbus Circle / Union Station"
1451420880,W00885,Casual,12,tuesday,9182131,"19th St & Constitution Ave NW"
1451420460,W21035,Registered,12,tuesday,345594,"Massachusetts Ave & Dupont Circle NW"
1451419080,W20444,Casual,11,tuesday,1833363,"USDA / 12th & Independence Ave SW"
1451418720,W21924,Registered,11,tuesday,299026,"21st & M St NW"
1451418600,W21638,Registered,11,tuesday,721929,"15th & P St NW"
1451418540,W00130,Registered,11,tuesday,292773,"North Capitol St & F St NW"
1451417940,W00696,Casual,11,tuesday,1346186,"7th & R St NW / Shaw Library"
1451413980,W00545,Registered,10,tuesday,1452848,"Georgia & Missouri Ave NW"
1451409600,W21919,Registered,9,tuesday,1544380,"S Joyce & 16th St S"
1451408460,W20177,Registered,9,tuesday,225372,"4th & M St SW"
1451407680,W20799,Registered,8,tuesday,739829,"Gallaudet / 8th St & Florida Ave NE"
1451407140,W21006,Registered,8,tuesday,955813,"14th & Harvard St NW"
1451405400,W21310,Registered,8,tuesday,401967,"20th St & Florida Ave NW"
1451405040,W20678,Registered,8,tuesday,312126,"Lincoln Park / 13th & East Capitol St NE"
1451402580,W21271,Registered,7,tuesday,1194008,"Georgia Ave and Fairmont St NW"
1451401140,W22139,Registered,6,tuesday,396735,"18th St & Wyoming Ave NW"
1451392680,W20763,Registered,4,tuesday,731838,"15th St & Massachusetts Ave SE"
1451372760,W21518,Registered,23,monday,324634,"7th & R St NW / Shaw Library"
1451367720,W00888,Registered,21,monday,837023,"C & O Canal & Wisconsin Ave NW"
1451363160,W21479,Registered,20,monday,526638,"5th St & Massachusetts Ave NW"
1451359800,W00872,Casual,19,monday,1072217,"17th & Rhode Island Ave NW"
1451359020,W01044,Registered,19,monday,186043,"3rd St & Pennsylvania Ave SE"
1451357880,W00347,Registered,18,monday,416100,"16th & Harvard St NW"
1451357580,W20367,Registered,18,monday,320220,"17th & Corcoran St NW"
1451353080,W21987,Registered,17,monday,213101,"9th & Upshur St NW"
1451352780,W20603,Registered,17,monday,499772,"13th St & New York Ave NW"
1451352660,W00589,Registered,17,monday,631552,"3rd St & Pennsylvania Ave SE"
1451351880,W20544,Casual,17,monday,2116237,"Maryland & Independence Ave SW"
1451351340,W21458,Registered,17,monday,582661,"14th & V St NW"
1451349660,W21146,Registered,16,monday,139468,"23rd & E St NW"
1451349600,W22097,Casual,16,monday,833505,"7th & F St NW / National Portrait Gallery"
1451349120,W21080,Registered,16,monday,742089,"7th & F St NW / National Portrait Gallery"
1451348220,W00694,Registered,16,monday,957133,"8th & O St NW"
1451348160,W00825,Casual,16,monday,5335834,"Lincoln Memorial"
1451347800,W01467,Casual,16,monday,2771701,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials"
1451347380,W21649,Registered,16,monday,1214636,"6th St & Indiana Ave NW"
1451340660,W00469,Registered,14,monday,706534,"14th & G St NW"
1451340660,W21606,Registered,14,monday,248887,"17th & Corcoran St NW"
1451339880,W21641,Casual,13,monday,1063109,"Eastern Market / 7th & North Carolina Ave SE"
1451339520,W01390,Casual,13,monday,5994385,"14th & D St NW / Ronald Reagan Building"
1451339100,W21233,Casual,13,monday,1640388,"23rd & E St NW"
1451338140,W00547,Casual,13,monday,1533189,"Lincoln Memorial"
1451337600,W20325,Casual,13,monday,732427,"8th & D St NW"
1451336580,W20339,Registered,13,monday,545485,"8th & H St NW"
1451335320,W21757,Casual,12,monday,1249103,"Convention Center / 7th & M St NW"
1451335080,W20177,Registered,12,monday,536542,"4th & M St SW"
1451332620,W21977,Casual,11,monday,3759449,"Smithsonian / Jefferson Dr & 12th St SW"
1451331420,W20885,Casual,11,monday,7722614,"21st St & Constitution Ave NW"
1451331060,W22100,Registered,11,monday,722401,"Metro Center / 12th & G St NW"
1451330520,W01369,Registered,11,monday,1322335,"Thomas Circle"
1451329500,W00845,Casual,11,monday,3979238,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials"
1451328000,W21339,Registered,10,monday,535623,"5th & K St NW"
1451326620,W20659,Registered,10,monday,348240,"N Rhodes & 16th St N"
1451325360,W21641,Registered,9,monday,253286,"D St & Maryland Ave NE"
1451323980,W00882,Registered,9,monday,417712,"15th & East Capitol St NE"
1451323140,W22083,Registered,9,monday,567017,"Columbus Circle / Union Station"
1451322960,W01336,Registered,9,monday,538944,"Convention Center / 7th & M St NW"
1451322720,W21641,Registered,9,monday,257875,"Columbus Circle / Union Station"
1451320500,W00022,Registered,8,monday,659608,"14th & V St NW"
1451318760,W21868,Registered,8,monday,84517,"20th & Crystal Dr"
1451318580,W20664,Registered,8,monday,572739,"1st & K St SE"
1451317320,W01409,Registered,7,monday,470906,"New Hampshire Ave & T St NW"
1451317020,W21981,Registered,7,monday,443604,"12th & Army Navy Dr"
1451315460,W00687,Registered,7,monday,505908,"Columbus Circle / Union Station"
1451314560,W21577,Registered,6,monday,253114,"Carroll & Ethan Allen Ave"
1451310720,W00871,Registered,5,monday,509246,"Thomas Circle"
1451310420,W21471,Registered,5,monday,806080,"3rd & G St SE"
1451298300,W20020,Registered,2,monday,351505,"3rd & H St NE"
1451280000,W00176,Casual,21,sunday,4443322,"21st & M St NW"
1451278800,W00747,Registered,21,sunday,480918,"1st & M St NE"
1451273580,W21040,Registered,19,sunday,1785410,"Jefferson Dr & 14th St SW"
1451272860,W20794,Casual,19,sunday,2041162,"11th & F St NW"
1451272620,W00105,Registered,19,sunday,291895,"16th & Harvard St NW"
1451271240,W22195,Registered,18,sunday,625597,"Lamont & Mt Pleasant NW"
1451270880,W20356,Registered,18,sunday,1200318,"8th & H St NW"
1451267580,W00693,Casual,17,sunday,652265,"8th & D St NW"
1451267400,W20421,Registered,17,sunday,691506,"US Dept of State / Virginia Ave & 21st St NW"
1451264940,W20567,Registered,17,sunday,224457,"Wilson Blvd & Franklin Rd"
1451264820,W00540,Casual,17,sunday,2330370,"Constitution Ave & 2nd St NW/DOL"
1451264640,W20454,Casual,17,sunday,681619,"15th & P St NW"
1451264100,W01127,Casual,16,sunday,2918055,"8th & D St NW"
1451264100,W22129,Registered,16,sunday,847614,"S Four Mile Run & Walter Reed Dr"
1451263380,W20098,Casual,16,sunday,2901540,"10th St & Constitution Ave NW"
1451263080,W20843,Registered,16,sunday,295974,"MLK Library/9th & G St NW"
1451262780,W00230,Casual,16,sunday,1726471,"34th & Water St NW"
1451262000,W20462,Registered,16,sunday,304203,"14th & V St NW"
1451260680,W22167,Registered,15,sunday,788718,"34th St & Wisconsin Ave NW"
1451260620,W00777,Registered,15,sunday,383149,"8th & H St NW"
1451260020,W20229,Casual,15,sunday,6777579,"21st St & Pennsylvania Ave NW"
1451258820,W01228,Casual,15,sunday,3020129,"USDA / 12th & Independence Ave SW"
1451257860,W20852,Casual,15,sunday,6315852,"18th & Eads St."
1451257800,W22240,Registered,15,sunday,1500950,"4th & East Capitol St NE"
1451255640,W01158,Casual,14,sunday,65605443,"Maryland & Independence Ave SW"
1451255220,W00586,Casual,14,sunday,988450,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials"
1451254620,W21926,Casual,14,sunday,2125568,"C & O Canal & Wisconsin Ave NW"
1451253900,W22037,Casual,14,sunday,1309461,"17th & G St NW"
1451253720,W21605,Casual,14,sunday,1854207,"North Capitol St & F St NW"
1451253000,W01030,Casual,13,sunday,1418284,"Hains Point/Buckeye & Ohio Dr SW"
1451251140,W01204,Casual,13,sunday,762526,"14th & G St NW"
1451250120,W20660,Registered,13,sunday,1045592,"New Jersey Ave & N St NW/Dunbar HS"
1451248440,W21821,Registered,12,sunday,290011,"New Hampshire Ave & T St NW"
1451248080,W21029,Registered,12,sunday,321887,"Lamont & Mt Pleasant NW"
1451247240,W22231,Registered,12,sunday,1192176,"10th & Monroe St NE"
1451247180,W00046,Registered,12,sunday,492157,"New Jersey Ave & N St NW/Dunbar HS"
1451246700,W00238,Registered,12,sunday,668580,"New Jersey Ave & N St NW/Dunbar HS"
1451245920,W20039,Casual,11,sunday,1200069,"Lincoln Memorial"
1451243760,W20153,Registered,11,sunday,329397,"17th & Rhode Island Ave NW"
1451242740,W20326,Casual,10,sunday,2566430,"Wisconsin Ave & Newark St NW"
1451240940,W20519,Casual,10,sunday,545439,"Washington & Independence Ave SW/HHS"
1451240400,W01200,Casual,10,sunday,7118209,"Lincoln Memorial"
1451240280,W22034,Registered,10,sunday,634556,"Eastern Market Metro / Pennsylvania Ave & 7th St SE"
1451239380,W00387,Casual,10,sunday,407903,"M St & Pennsylvania Ave NW"
1451239200,W20564,Registered,10,sunday,920140,"17th & G St NW"
1451191140,W21366,Casual,20,saturday,493915,"Pentagon City Metro / 12th & S Hayes St"
1451189760,W22074,Casual,20,saturday,535861,"Jefferson Dr & 14th St SW"
1451186520,W20367,Registered,19,saturday,819278,"14th & Harvard St NW"
1451184240,W20963,Registered,18,saturday,475930,"4th & E St SW"
1451183700,W21859,Registered,18,saturday,314893,"18th & R St NW"
1451179500,W01050,Registered,17,saturday,1936824,"Connecticut Ave & Tilden St NW"
1451176980,W00287,Registered,16,saturday,663972,"17th & G St NW"
1451175360,W00040,Casual,16,saturday,903094,"Jefferson Dr & 14th St SW"
1451174400,W20213,Casual,16,saturday,4057858,"14th St Heights / 14th & Crittenden St NW"
1451170920,W21365,Registered,15,saturday,1011974,"North Capitol St & F St NW"
1451170740,W21251,Casual,14,saturday,832250,"Jefferson Dr & 14th St SW"
1451170440,W21663,Casual,14,saturday,1253851,"California St & Florida Ave NW"
1451170380,W21101,Casual,14,saturday,4373486,"New York Ave & 15th St NW"
1451169480,W21144,Registered,14,saturday,1475796,"New Hampshire Ave & T St NW"
1451168880,W00574,Registered,14,saturday,438954,"Wilson Blvd & N Oakland St"
1451168580,W20087,Registered,14,saturday,681317,"21st & M St NW"
1451167860,W21071,Registered,14,saturday,184821,"C & O Canal & Wisconsin Ave NW"
1451167740,W21587,Registered,14,saturday,179186,"8th & F St NE"
1451167560,W21100,Casual,14,saturday,1496927,"Jefferson Dr & 14th St SW"
1451163060,W01127,Registered,12,saturday,1014787,"Park Rd & Holmead Pl NW"
1451162940,W20657,Casual,12,saturday,551382,"14th & Harvard St NW"
1451162100,W00972,Casual,12,saturday,1731443,"Jefferson Dr & 14th St SW"
1451150580,W21586,Registered,9,saturday,1834305,"27th & Crystal Dr"
1451148600,W21067,Registered,8,saturday,799584,"3rd & G St SE"
1451142060,W00616,Registered,7,saturday,347887,"11th & F St NW"
1451141220,W00497,Registered,6,saturday,381458,"Columbia Rd & Belmont St NW"
1451110080,W21842,Casual,22,friday,151865,"Lincoln Memorial"
1451107080,W00929,Registered,21,friday,317489,"8th & H St NW"
1451104200,W20205,Registered,20,friday,367819,"Eastern Market / 7th & North Carolina Ave SE"
1451091120,W00349,Casual,16,friday,1750991,"8th & D St NW"
1451089620,W20775,Registered,16,friday,528557,"Army Navy Dr & S Nash St"
1451083860,W21569,Casual,14,friday,1345357,"20th & Crystal Dr"
1451083620,W21871,Casual,14,friday,1186639,"Jefferson Dr & 14th St SW"
1451083260,W20600,Casual,14,friday,5460635,"Clarendon Blvd & Pierce St"
1451081760,W21409,Registered,14,friday,694083,"Georgia & Missouri Ave NW"
1451081640,W01337,Casual,14,friday,1514087,"Washington & Independence Ave SW/HHS"
1451080320,W00833,Casual,13,friday,2410403,"L'Enfant Plaza / 7th & C St SW"
1451079960,W21130,Registered,13,friday,757981,"4th & M St SW"
1451077980,W00020,Registered,13,friday,1145112,"Lincoln Memorial"
1451077200,W21678,Casual,13,friday,1845856,"Lincoln Memorial"
1451072340,W00489,Casual,11,friday,563954,"19th St & Constitution Ave NW"
1451070360,W21931,Registered,11,friday,124413,"Massachusetts Ave & Dupont Circle NW"
1451065680,W01390,Registered,9,friday,346890,"10th & K St NW"
1451064720,W20139,Registered,9,friday,1041536,"23rd & E St NW"
1451064600,W00647,Registered,9,friday,3290023,"17th St & Massachusetts Ave NW"
1451034360,W01066,Registered,1,friday,687733,"5th & K St NW"
1451027700,W20421,Registered,23,thursday,362388,"14th & V St NW"
1451021280,W00013,Casual,21,thursday,4455202,"13th St & New York Ave NW"
1451018160,W01442,Casual,20,thursday,1054224,"21st & M St NW"
1451012220,W21842,Registered,18,thursday,347321,"14th & R St NW"
1451005440,W00090,Registered,17,thursday,374111,"Thomas Circle"
1451004060,W00663,Registered,16,thursday,287920,"Georgia & New Hampshire Ave NW"
1451003040,W21379,Registered,16,thursday,745485,"Columbus Circle / Union Station"
1451000760,W00502,Registered,15,thursday,746420,"21st & I St NW"
1450999260,W20445,Registered,15,thursday,667773,"1st & Rhode Island Ave NW"
1450999260,W21004,Registered,15,thursday,331459,"Crystal City Metro / 18th & Bell St"
1450998780,W20794,Registered,15,thursday,229942,"16th & Harvard St NW"
1450996140,W21269,Registered,14,thursday,792347,"10th St & Constitution Ave NW"
1450995420,W01002,Registered,14,thursday,396867,"15th & P St NW"
1450995060,W22067,Registered,14,thursday,522321,"15th & F St NE"
1450993740,W21867,Registered,13,thursday,690531,"13th St & New York Ave NW"
1450991640,W21726,Registered,13,thursday,214067,"Mount Vernon Ave & E Del Ray Ave"
1450991400,W20222,Registered,13,thursday,452293,"Convention Center / 7th & M St NW"
1450988580,W00639,Registered,12,thursday,390466,"3rd & H St NW"
1450988340,W20576,Registered,12,thursday,849242,"Anacostia Library"
1450987800,W01084,Registered,12,thursday,953224,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials"
1450987440,W22005,Registered,12,thursday,423527,"25th St & Pennsylvania Ave NW"
1450987140,W01407,Registered,11,thursday,381567,"New York Ave & 15th St NW"
1450977780,W20407,Registered,9,thursday,198479,"Columbus Circle / Union Station"
1450976040,W00238,Registered,8,thursday,746386,"8th & O St NW"
1450965000,W21539,Registered,5,thursday,319761,"Columbia Rd & Belmont St NW"
1450943160,W20695,Registered,23,wednesday,352695,"14th & D St SE"
1450935000,W20546,Registered,21,wednesday,861717,"16th & Harvard St NW"
1450932960,W21576,Casual,20,wednesday,1830403,"Maryland Ave & E St NE"
1450926600,W22191,Registered,19,wednesday,293033,"17th & K St NW / Farragut Square"
1450926600,W01058,Registered,19,wednesday,1193456,"22nd & I St NW / Foggy Bottom"
1450924440,W21361,Registered,18,wednesday,1845571,"C & O Canal & Wisconsin Ave NW"
1450923840,W00693,Registered,18,wednesday,870739,"19th & L St NW"
1450920360,W21009,Casual,17,wednesday,1017475,"Constitution Ave & 2nd St NW/DOL"
1450915740,W22056,Registered,16,wednesday,257888,"3rd & H St NW"
1450915560,W21711,Registered,16,wednesday,297343,"21st & I St NW"
1450915080,W00530,Registered,15,wednesday,529344,"North Capitol St & G Pl NE"
1450910100,W21488,Registered,14,wednesday,207841,"Georgia & New Hampshire Ave NW"
1450906380,W21786,Registered,13,wednesday,203215,"New Hampshire Ave & T St NW"
1450901520,W01380,Registered,12,wednesday,347109,"1st & M St NE"
1450900620,W21138,Registered,11,wednesday,674899,"14th & R St NW"
1450900020,W20222,Registered,11,wednesday,456989,"Rhode Island Ave & V St NE"
1450893720,W21726,Registered,10,wednesday,199892,"Mount Vernon Ave & E Nelson Ave"
1450889880,W21922,Registered,8,wednesday,399783,"15th & East Capitol St NE"
1450887420,W21259,Registered,8,wednesday,643019,"6th & H St NE"
1450886700,W00272,Registered,8,wednesday,598702,"Mount Vernon Ave & E Del Ray Ave"
1450885980,W00829,Registered,7,wednesday,1005332,"11th & Kenyon St NW"
1450885740,W00713,Registered,7,wednesday,301976,"8th & O St NW"
1450844580,W20056,Registered,20,tuesday,665301,"MLK Library/9th & G St NW"
1450843140,W00013,Registered,19,tuesday,208912,"Calvert St & Woodley Pl NW"
1450841820,w01117,Registered,19,tuesday,551810,"New Jersey Ave & R St NW"
1450840500,W00977,Registered,19,tuesday,668144,"14th & R St NW"
1450840260,W00474,Registered,19,tuesday,202811,"Virginia Square Metro / N Monroe St & 9th St N"
1450839720,W20253,Registered,19,tuesday,234447,"15th & P St NW"
1450837200,W00178,Registered,18,tuesday,442214,"D St & Maryland Ave NE"
1450836480,W20947,Registered,18,tuesday,291003,"N Randolph St & Fairfax Dr"
1450835520,W21055,Registered,17,tuesday,352425,"Thomas Circle"
1450835280,W00967,Registered,17,tuesday,173195,"19th & East Capitol St SE"
